flow_duration,Header_Length,Protocol_Type,Duration,Rate,Srate,Drate,fin_flag_number,syn_flag_number,rst_flag_number,psh_flag_number,ack_flag_number,ece_flag_number,cwr_flag_number,ack_count,syn_count,fin_count,urg_count,rst_count,HTTP,HTTPS,DNS,Telnet,SMTP,SSH,IRC,TCP,UDP,DHCP,ARP,ICMP,IPv,LLC,Tot_sum,Min,Max,AVG,Std,Tot_size,IAT,Number,Magnitude,Radius,Covariance,Variance,Weight,total_fwd_packets,total_bwd_packets,total_length_fwd_packets,total_length_bwd_packets,fwd_packet_length_mean,fwd_packet_length_max,fwd_packet_length_min,fwd_packet_length_std,bwd_packet_length_mean,bwd_packet_length_max,bwd_packet_length_min,bwd_packet_length_std,flow_bytes_s,flow_packets_s,fwd_iat_mean,fwd_iat_max,fwd_iat_min,fwd_iat_std,bwd_iat_mean,bwd_iat_max,bwd_iat_min,bwd_iat_std,down_up_ratio,label
22994.041442871094,324,6,0.022994041442871,260.9371656090581,260.9371656090581,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,507,54,237,84.5,74.70943715488693,507,4598.808288574219,6,84.5,74.70943715488693,0,5581.5,0.1379642486572265,6,0,507,0,84.5,237,54,74.70943715488693,0,0,0,0,22049.19049396541,260.9371656090581,4598.808288574219,13431.787490844728,489.9501800537109,5059.137968544557,0,0,0,0,0.0,BruteForce_HTTP
20179.033279418945,270,6,0.0201790332794189,247.78193934095015,247.78193934095015,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,5044.758319854736,5,90.6,81.8400879764923,0,6697.799999999999,0.1008951663970947,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,22449.043704290085,247.78193934095015,5044.758319854736,14620.065689086914,725.9845733642578,6436.90530232419,0,0,0,0,0.0,BruteForce_HTTP
36911.0107421875,270,6,0.0369110107421875,135.46093427035964,135.46093427035964,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,9227.752685546877,5,90.6,81.8400879764923,0,6697.799999999999,0.1845550537109375,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,12272.760644894584,135.46093427035964,9227.752685546877,30811.071395874023,1134.8724365234375,14411.80446576271,0,0,0,0,0.0,BruteForce_HTTP
23426.055908203125,270,6,0.0234260559082031,213.4375508874776,213.4375508874776,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,5856.513977050781,5,90.6,81.8400879764923,0,6697.799999999999,0.1171302795410156,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,19337.44211040547,213.4375508874776,5856.513977050781,13402.938842773438,1081.228256225586,5543.8665724064185,0,0,0,0,0.0,BruteForce_HTTP
20875.93078613281,270,6,0.0208759307861328,239.5102786660576,239.5102786660576,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,5218.982696533203,5,90.6,81.8400879764923,0,6697.799999999999,0.104379653930664,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,21699.63124714481,239.5102786660576,5218.982696533203,15718.936920166016,1140.117645263672,7028.261026070132,0,0,0,0,0.0,BruteForce_HTTP
36479.94995117188,270,6,0.0364799499511718,137.06159155076858,137.06159155076858,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,9119.987487792969,5,90.6,81.8400879764923,0,6697.799999999999,0.1823997497558593,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,12417.780194499634,137.06159155076858,9119.987487792969,32328.128814697266,957.965850830078,15477.487659683076,0,0,0,0,0.0,BruteForce_HTTP
24348.020553588867,216,6,0.0243480205535888,164.2844021425144,164.2844021425144,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,399,54,237,99.75,91.5,399,8116.006851196289,4,99.75,91.5,0,8372.25,0.0973920822143554,4,0,399,0,99.75,237,54,91.5,0,0,0,0,16387.369113715813,164.2844021425144,8116.006851196289,15900.850296020508,2744.1978454589844,6902.276967014672,0,0,0,0,0.0,BruteForce_HTTP
1873.016357421875,108,6,0.0018730163574218,1067.79633401222,1067.79633401222,0.0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1,0,108,54,54,54.0,0.0,108,1873.016357421875,2,54.0,0.0,0,0.0,0.0037460327148437,2,0,108,0,54.0,54,54,0.0,0,0,0,0,57661.00203665988,1067.79633401222,1873.016357421875,1873.016357421875,1873.016357421875,0.0,0,0,0,0,0.0,BruteForce_HTTP
18288.135528564453,270,6,0.0182881355285644,273.4012984642662,273.4012984642662,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4572.033882141113,5,90.6,81.8400879764923,0,6697.799999999999,0.0914406776428222,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,24770.157640862515,273.4012984642662,4572.033882141113,13397.932052612305,1386.1656188964844,5890.139846316439,0,0,0,0,0.0,BruteForce_HTTP
18730.16357421875,270,6,0.0187301635742187,266.94908350305496,266.94908350305496,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4682.540893554688,5,90.6,81.8400879764923,0,6697.799999999999,0.0936508178710937,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,24185.58696537678,266.94908350305496,4682.540893554688,13781.070709228516,1302.0038604736328,6073.339955875508,0,0,0,0,0.0,BruteForce_HTTP
18018.96095275879,270,6,0.0180189609527587,277.4854783862816,277.4854783862816,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4504.740238189697,5,90.6,81.8400879764923,0,6697.799999999999,0.0900948047637939,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,25140.184341797107,277.4854783862816,4504.740238189697,12520.790100097656,1553.058624267578,5351.856509035087,0,0,0,0,0.0,BruteForce_HTTP
19466.876983642574,270,6,0.0194668769836425,256.84654011022656,256.84654011022656,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4866.7192459106445,5,90.6,81.8400879764923,0,6697.799999999999,0.0973343849182128,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,23270.29653398653,256.84654011022656,4866.7192459106445,13389.110565185549,1689.910888671875,5692.266507460388,0,0,0,0,0.0,BruteForce_HTTP
21404.027938842773,270,6,0.0214040279388427,233.6008911166806,233.6008911166806,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,5351.006984710693,5,90.6,81.8400879764923,0,6697.799999999999,0.1070201396942138,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,21164.24073517126,233.6008911166806,5351.006984710693,15738.01040649414,796.0796356201172,6978.14739960271,0,0,0,0,0.0,BruteForce_HTTP
21084.07020568848,324,6,0.0210840702056884,284.5750342066876,284.5750342066876,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,507,54,237,84.5,74.70943715488693,507,4216.814041137695,6,84.5,74.70943715488693,0,5581.5,0.1265044212341308,6,0,507,0,84.5,237,54,74.70943715488693,0,0,0,0,24046.5903904651,284.5750342066876,4216.814041137695,12917.041778564451,518.0835723876953,4961.880937669898,0,0,0,0,0.0,BruteForce_HTTP
19626.855850219727,270,6,0.0196268558502197,254.75297919121488,254.75297919121488,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4906.713962554932,5,90.6,81.8400879764923,0,6697.799999999999,0.0981342792510986,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,23080.61991472407,254.75297919121488,4906.713962554932,12423.038482666016,1235.9619140625,5114.47737610433,0,0,0,0,0.0,BruteForce_HTTP
21496.057510375977,270,6,0.0214960575103759,232.6007919166824,232.6007919166824,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,5374.014377593994,5,90.6,81.8400879764923,0,6697.799999999999,0.1074802875518798,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,21073.631747651423,232.6007919166824,5374.014377593994,16577.00538635254,1207.113265991211,7474.975873137493,0,0,0,0,0.0,BruteForce_HTTP
19433.02154541016,270,6,0.0194330215454101,257.29400795013987,257.29400795013987,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4858.255386352539,5,90.6,81.8400879764923,0,6697.799999999999,0.0971651077270507,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,23310.83712028267,257.29400795013987,4858.255386352539,13492.822647094728,1299.142837524414,5784.314390708716,0,0,0,0,0.0,BruteForce_HTTP
21188.974380493164,270,6,0.0211889743804931,235.97177995566707,235.97177995566707,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,5297.243595123291,5,90.6,81.8400879764923,0,6697.799999999999,0.1059448719024658,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,21379.04326398344,235.97177995566707,5297.243595123291,15285.968780517578,1670.1221466064453,6663.60531917324,0,0,0,0,0.0,BruteForce_HTTP
37385.94055175781,270,6,0.0373859405517578,133.74011530023978,133.74011530023978,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,9346.485137939451,5,90.6,81.8400879764923,0,6697.799999999999,0.186929702758789,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,12116.854446201723,133.74011530023978,9346.485137939451,32935.85777282715,930.0708770751952,15736.304394962202,0,0,0,0,0.0,BruteForce_HTTP
20964.86091613769,270,6,0.0209648609161376,238.4943081664449,238.4943081664449,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,5241.215229034424,5,90.6,81.8400879764923,0,6697.799999999999,0.1048243045806884,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,21607.58431987991,238.4943081664449,5241.215229034424,15029.9072265625,1066.2078857421875,6560.220568783759,0,0,0,0,0.0,BruteForce_HTTP
29262.06588745117,270,6,0.0292620658874511,170.86968566167485,170.86968566167485,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,7315.516471862793,5,90.6,81.8400879764923,0,6697.799999999999,0.1463103294372558,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,15480.79352094774,170.86968566167485,7315.516471862793,23947.00050354004,995.159149169922,11103.120082025936,0,0,0,0,0.0,BruteForce_HTTP
25947.80921936035,270,6,0.0259478092193603,192.69449523582003,192.69449523582003,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,6486.952304840088,5,90.6,81.8400879764923,0,6697.799999999999,0.1297390460968017,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,17458.121268365292,192.69449523582003,6486.952304840088,21739.959716796875,653.9821624755859,10201.776659611089,0,0,0,0,0.0,BruteForce_HTTP
25591.13502502441,270,6,0.0255911350250244,195.3801578206956,195.3801578206956,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,6397.783756256104,5,90.6,81.8400879764923,0,6697.799999999999,0.127955675125122,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,17701.44229855502,195.3801578206956,6397.783756256104,22211.07482910156,387.9070281982422,10580.061828162025,0,0,0,0,0.0,BruteForce_HTTP
18435.955047607426,270,6,0.0184359550476074,271.2091663864677,271.2091663864677,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4608.988761901856,5,90.6,81.8400879764923,0,6697.799999999999,0.0921797752380371,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,24571.55047461397,271.2091663864677,4608.988761901856,14276.02767944336,557.8994750976562,6495.689206639167,0,0,0,0,0.0,BruteForce_HTTP
17245.054244995117,270,6,0.0172450542449951,289.93820077145347,289.93820077145347,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4311.263561248779,5,90.6,81.8400879764923,0,6697.799999999999,0.0862252712249755,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,26268.40098989368,289.93820077145347,4311.263561248779,13961.076736450195,362.8730773925781,6499.907303202159,0,0,0,0,0.0,BruteForce_HTTP
19997.119903564453,270,6,0.0199971199035644,250.03600639053815,250.03600639053815,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4999.279975891113,5,90.6,81.8400879764923,0,6697.799999999999,0.0999855995178222,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,22653.26217898276,250.03600639053815,4999.279975891113,15525.102615356443,1004.934310913086,7030.277978972993,0,0,0,0,0.0,BruteForce_HTTP
18941.164016723636,270,6,0.0189411640167236,263.97532884385424,263.97532884385424,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4735.291004180908,5,90.6,81.8400879764923,0,6697.799999999999,0.0947058200836181,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,23916.164793253192,263.97532884385424,4735.291004180908,14194.011688232422,1075.9830474853516,6337.386894696826,0,0,0,0,0.0,BruteForce_HTTP
18620.967864990234,270,6,0.0186209678649902,268.51450667076386,268.51450667076386,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4655.241966247559,5,90.6,81.8400879764923,0,6697.799999999999,0.0931048393249511,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,24327.414304371207,268.51450667076386,4655.241966247559,13537.168502807615,480.8902740478516,6028.259121474708,0,0,0,0,0.0,BruteForce_HTTP
16673.803329467773,270,6,0.0166738033294677,299.8715950525488,299.8715950525488,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4168.450832366943,5,90.6,81.8400879764923,0,6697.799999999999,0.0833690166473388,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,27168.36651176092,299.8715950525488,4168.450832366943,12398.958206176758,1065.0157928466797,5500.717246932482,0,0,0,0,0.0,BruteForce_HTTP
17416.000366210938,270,6,0.0174160003662109,287.09232285620413,287.09232285620413,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4354.000091552734,5,90.6,81.8400879764923,0,6697.799999999999,0.0870800018310546,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,26010.564450772094,287.09232285620413,4354.000091552734,12939.929962158203,983.9534759521484,5744.231194333071,0,0,0,0,0.0,BruteForce_HTTP
19924.16381835937,270,6,0.0199241638183593,250.951560405897,250.951560405897,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4981.040954589844,5,90.6,81.8400879764923,0,6697.799999999999,0.0996208190917968,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,22736.21137277427,250.951560405897,4981.040954589844,14610.052108764648,1200.9143829345703,6466.969813876149,0,0,0,0,0.0,BruteForce_HTTP
19160.985946655277,270,6,0.0191609859466552,260.9469060684112,260.9469060684112,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4790.246486663818,5,90.6,81.8400879764923,0,6697.799999999999,0.0958049297332763,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,23641.78968979805,260.9469060684112,4790.246486663818,13245.105743408203,1173.0194091796875,5683.07502311823,0,0,0,0,0.0,BruteForce_HTTP
18075.942993164062,270,6,0.018075942993164,276.61074179592697,276.61074179592697,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4518.985748291016,5,90.6,81.8400879764923,0,6697.799999999999,0.0903797149658203,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,25060.933206710983,276.61074179592697,4518.985748291016,13442.9931640625,436.0675811767578,6021.539108914062,0,0,0,0,0.0,BruteForce_HTTP
21734.952926635742,270,6,0.0217349529266357,230.0442065311585,230.0442065311585,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,5433.738231658936,5,90.6,81.8400879764923,0,6697.799999999999,0.1086747646331787,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,20842.00511172296,230.0442065311585,5433.738231658936,17237.90168762207,946.044921875,7887.129562646895,0,0,0,0,0.0,BruteForce_HTTP
19874.095916748047,270,6,0.019874095916748,251.5837712037237,251.5837712037237,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4968.523979187012,5,90.6,81.8400879764923,0,6697.799999999999,0.0993704795837402,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,22793.489671057367,251.5837712037237,4968.523979187012,13072.967529296877,1140.117645263672,5555.88896933752,0,0,0,0,0.0,BruteForce_HTTP
20084.142684936523,270,6,0.0200841426849365,248.95262289438384,248.95262289438384,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,5021.035671234131,5,90.6,81.8400879764923,0,6697.799999999999,0.1004207134246826,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,22555.10763423117,248.95262289438384,5021.035671234131,13104.915618896484,1527.0709991455078,5458.542681567208,0,0,0,0,0.0,BruteForce_HTTP
17175.912857055664,270,6,0.0171759128570556,291.10534279091075,291.10534279091075,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4293.978214263916,5,90.6,81.8400879764923,0,6697.799999999999,0.0858795642852783,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,26374.144056856512,291.10534279091075,4293.978214263916,13576.984405517578,694.9901580810547,6219.121714888896,0,0,0,0,0.0,BruteForce_HTTP
19657.85026550293,270,6,0.0196578502655029,254.35131168815417,254.35131168815417,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4914.462566375732,5,90.6,81.8400879764923,0,6697.799999999999,0.0982892513275146,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,23044.22883894677,254.35131168815417,4914.462566375732,16387.939453125,540.0180816650391,7681.573032715829,0,0,0,0,0.0,BruteForce_HTTP
16613.96026611328,270,6,0.0166139602661132,300.95172492968254,300.95172492968254,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,4153.49006652832,5,90.6,81.8400879764923,0,6697.799999999999,0.0830698013305664,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,27266.22627862924,300.95172492968254,4153.49006652832,12285.947799682615,703.0963897705078,5458.823383722694,0,0,0,0,0.0,BruteForce_HTTP
22686.004638671875,270,6,0.0226860046386718,220.4002017824113,220.4002017824113,0.0,1,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,453,54,237,90.6,81.8400879764923,453,5671.501159667969,5,90.6,81.8400879764923,0,6697.799999999999,0.1134300231933593,5,0,453,0,90.6,237,54,81.8400879764923,0,0,0,0,19968.258281486465,220.4002017824113,5671.501159667969,18485.069274902344,1044.9886322021484,8548.46830504244,0,0,0,0,0.0,BruteForce_HTTP
